
SYMMETRICAL COMPONENT VOLTAGES BY BUS (for 3-phase buses)

Bus                   Mag:   V1 (kV)    p.u.     V2 (kV)   %V2/V1    V0 (kV)    %V0/V1

sourcebus                69.72       1.05  1.171E-006  1.68E-006 4.535E-009 6.505E-009
196-36167                7.425      1.031    0.01419     0.1911   0.03646     0.491
e183472                  7.363      1.023    0.03666      0.498    0.1107     1.504
l2989566                 7.357      1.022    0.03856     0.5241     0.113     1.536
m1010007                 7.271       1.01          0          0         0         0
m1010004                  7.27       1.01          0          0         0         0
p862322                   7.35      1.021    0.04023     0.5473    0.1147     1.561
m1089188                 7.371      1.024          0          0         0         0
m1089189                 7.371      1.024          0          0         0         0
l2972704                 7.489       1.04          0          0         0         0
l3263051                 7.489       1.04          0          0         0         0
n1139544                  7.47      1.038          0          0         0         0
l2897776                  7.47      1.038          0          0         0         0
n1230122                 7.238      1.005          0          0         0         0
l2689726                 7.286      1.012          0          0         0         0
m1142868                 7.417       1.03    0.02028     0.2735   0.06294    0.8486
m1142869                 7.415       1.03    0.02077     0.2802   0.06445    0.8691
l2767414                 7.455      1.036          0          0         0         0
m1027027                 7.395      1.027          0          0         0         0
l3270853                 7.395      1.027          0          0         0         0
m1125982                 7.378      1.025          0          0         0         0
m1069572                 7.424      1.031          0          0         0         0
l3066826                 7.424      1.031          0          0         0         0
m1166356                 7.415       1.03          0          0         0         0
l2730187                 7.415       1.03          0          0         0         0
l3122825                 7.327      1.018          0          0         0         0
l2991920                 7.327      1.018          0          0         0         0
n1134474                  7.49       1.04    0.07732      1.032   0.08246     1.101
m1069496                 7.488       1.04    0.07751      1.035   0.08371     1.118
l3122826                  7.39      1.026          0          0         0         0
m1047358                 7.389      1.026          0          0         0         0
l3142078                 7.487       1.04          0          0         0         0
l2879752                 7.487       1.04          0          0         0         0
p850072                  7.348      1.021    0.04026     0.5479    0.1148     1.563
221-311609               7.348      1.021    0.04026     0.5479    0.1148     1.563
m1027023                  7.35      1.021    0.08191      1.114    0.1261     1.715
l3122815                 7.349      1.021          0          0         0         0
l2724120                 7.486       1.04          0          0         0         0
m1069149                 7.486       1.04          0          0         0         0
l2729429                 7.367      1.023          0          0         0         0
l3215549                 7.259      1.008          0          0         0         0
l2897800                 7.255      1.008          0          0         0         0
l3027156                 7.481      1.039          0          0         0         0
l2860481                 7.481      1.039          0          0         0         0
n1140828                 7.358      1.022    0.07021     0.9541    0.1086     1.475
m1026708                 7.358      1.022    0.07016     0.9535    0.1086     1.476
m1126020                 7.194     0.9992          0          0         0         0
m1126023                 7.194     0.9992          0          0         0         0
m1026906                 7.383      1.026          0          0         0         0
m1209824                 7.485       1.04          0          0         0         0
m1209828                 7.479      1.039          0          0         0         0
l3195315                 7.454      1.035          0          0         0         0
m1069590                 7.408      1.029          0          0         0         0
m1069595                 7.404      1.028          0          0         0         0
m1027004                 7.251      1.007          0          0         0         0
l2897765                 7.249      1.007          0          0         0         0
m1047314                 7.369      1.024          0          0         0         0
n1137961                 7.369      1.024          0          0         0         0
l2876814                 7.375      1.024    0.09473      1.284    0.1202      1.63
m1026834                 7.373      1.024    0.09519      1.291    0.1204     1.634
m1008743                 7.234      1.005          0          0         0         0
m1008742                 7.234      1.005          0          0         0         0
p827525                  7.395      1.027    0.09088      1.229    0.1167     1.578
m1026902                 7.393      1.027    0.09115      1.233    0.1174     1.587
n1144663                 7.491       1.04    0.07708      1.029    0.0809      1.08
m1089215                 7.491       1.04    0.07716       1.03   0.08146     1.088
m1069467                 7.405      1.029          0          0         0         0
m1047324                 7.415       1.03    0.02287     0.3084   0.06538    0.8817
l2897780                 7.412       1.03    0.02365     0.3191   0.06668    0.8996
m1069411                 7.352      1.021    0.09967      1.356   0.05674    0.7718
l2711226                 7.431      1.032    0.01543     0.2077   0.04416    0.5943
l3101789                 7.323      1.017          0          0         0         0
l2841616                 7.402      1.028          0          0         0         0
m1089170                  7.38      1.025          0          0         0         0
l2879062                 7.377      1.025          0          0         0         0
n1139545                 7.496      1.041          0          0         0         0
m1069174                 7.494      1.041          0          0         0         0
n1140517                 7.531      1.046          0          0         0         0
l3157718                 7.531      1.046          0          0         0         0
l2727008                 7.401      1.028          0          0         0         0
m1069629                 7.397      1.027          0          0         0         0
l2691944                 7.319      1.017          0          0         0         0
n1230121                 7.471      1.038          0          0         0         0
m1069533                 7.479      1.039      0.081      1.083   0.09656     1.291
n1136356                 7.479      1.039    0.08095      1.082   0.09645      1.29
m1142865                 7.422      1.031    0.01911     0.2574   0.05926    0.7985
m1047526                 7.459      1.036    0.09305      1.248   0.08823     1.183
n1136666                 7.458      1.036    0.09307      1.248   0.08842     1.185
l2804253                 7.453      1.035          0          0         0         0
m1209790                 7.529      1.046    0.01073     0.1425   0.02209    0.2934
m1209788                 7.526      1.045    0.01046      0.139   0.02268    0.3014
p850400                   7.34      1.019          0          0         0         0
l3029500                 7.317      1.016          0          0         0         0
m1026764                 7.317      1.016          0          0         0         0
m1108375                  7.48      1.039          0          0         0         0
m1069217                 7.474      1.038          0          0         0         0
l2954350                 7.474      1.038          0          0         0         0
l2802481                  7.23      1.004          0          0         0         0
l3214549                  7.23      1.004          0          0         0         0
l2851933                  7.36      1.022    0.07106     0.9655    0.1079     1.467
l3207907                  7.36      1.022    0.07107     0.9656     0.108     1.467
l2841619                  7.37      1.024          0          0         0         0
m1108380                 7.354      1.021    0.04006     0.5447    0.1146     1.559
p904452                  7.344       1.02          0          0         0         0
n1136995                  7.47      1.038          0          0         0         0
m1047613                  7.47      1.038          0          0         0         0
221-306687               7.365      1.023          0          0         0         0
l2916625                 7.364      1.023          0          0         0         0
m1009724                 7.322      1.017          0          0         0         0
m1009720                 7.321      1.017          0          0         0         0
l2822862                 7.401      1.028          0          0         0         0
d6019477-1_int           7.403      1.028          0          0         0         0
e182727                  7.403      1.028          0          0         0         0
m1027043                 7.348      1.021    0.08101      1.102    0.1263     1.719
m1026948                 7.358      1.022          0          0         0         0
m1026949                 7.358      1.022          0          0         0         0
m1089131                 7.326      1.018    0.01932     0.2637   0.04585    0.6258
l3270854                 7.291      1.013          0          0         0         0
m1209763                 7.518      1.044          0          0         0         0
l3176661                 7.435      1.033          0          0         0         0
l2970804                 7.435      1.033          0          0         0         0
p827504                  7.408      1.029          0          0         0         0
n1137957                 7.408      1.029          0          0         0         0
l2936275                 7.518      1.044          0          0         0         0
l2766722                 7.242      1.006          0          0         0         0
l3142079                 7.417       1.03          0          0         0         0
m3036162                 7.417       1.03          0          0         0         0
m1026724                 7.373      1.024    0.07478      1.014    0.1038     1.408
r18243                   7.373      1.024     0.0747      1.013    0.1039     1.409
l2710504                 7.236      1.005          0          0         0         0
m1142860                 7.426      1.032    0.01807     0.2434   0.05599     0.754
p895114                  7.362      1.023          0          0         0         0
l3197652                 7.463      1.037          0          0         0         0
p827575                  7.373      1.024          0          0         0         0
m1069437                 7.373      1.024          0          0         0         0
m1069620                 7.403      1.028          0          0         0         0
l3270814                 7.377      1.025          0          0         0         0
m1026378                 7.323      1.017          0          0         0         0
l2897778                 7.322      1.017          0          0         0         0
m1069532                 7.445      1.034          0          0         0         0
l2785534                 7.445      1.034          0          0         0         0
m1069147                 7.488       1.04          0          0         0         0
l3066801                 7.488       1.04          0          0         0         0
m1069556                 7.479      1.039    0.08092      1.082   0.09644     1.289
p901932                   7.53      1.046          0          0         0         0
l2691967                 7.457      1.036    0.07771      1.042   0.09927     1.331
m1069504                 7.453      1.035    0.07751       1.04   0.09991     1.341
m1166393                  7.45      1.035          0          0         0         0
m1166395                 7.449      1.035          0          0         0         0
l2766718                 7.465      1.037   0.006122    0.08201   0.03374     0.452
l3048206                 7.461      1.036   0.006976     0.0935   0.03631    0.4867
m1047821                 7.247      1.007          0          0         0         0
l2684420                 7.247      1.007          0          0         0         0
p850080                  7.348      1.021    0.04026     0.5479    0.1148     1.563
221-311905               7.348      1.021    0.04026     0.5479    0.1148     1.563
m1089204                 7.517      1.044          0          0         0         0
l3157167                 7.517      1.044          0          0         0         0
m1186072                 7.506      1.043   0.009404     0.1253   0.02729    0.3637
m1186067                 7.503      1.042    0.00937     0.1249   0.02785    0.3712
m1047432                   7.3      1.014          0          0         0         0
l2879075                 7.299      1.014          0          0         0         0
m3037537                  7.31      1.015          0          0         0         0
l3231269                  7.31      1.015          0          0         0         0
r42247                   7.443      1.034     0.0148     0.1989   0.04653    0.6251
m1149233                 7.442      1.034    0.01508     0.2026   0.04721    0.6344
m1108266                 7.492      1.041          0          0         0         0
m1108265                 7.491      1.041          0          0         0         0
m1069543                 7.427      1.032          0          0         0         0
m1069535                 7.427      1.032          0          0         0         0
m1126017                 7.194     0.9992          0          0         0         0
m1047711                 7.442      1.034          0          0         0         0
m1047718                 7.442      1.034          0          0         0         0
m1069136                  7.44      1.033    0.01673     0.2248   0.05425    0.7292
m1009771                 7.343       1.02          0          0         0         0
l2914323                 7.343       1.02          0          0         0         0
m1069218                  7.47      1.038          0          0         0         0
l2954351                  7.47      1.038          0          0         0         0
m1026744                 7.379      1.025    0.07669      1.039    0.1015     1.376
m1008752                 7.235      1.005          0          0         0         0
m1008746                 7.234      1.005          0          0         0         0
m1069457                 7.369      1.024    0.09623      1.306   0.06288    0.8533
e182745                  7.404      1.028          0          0         0         0
n1139546                 7.504      1.042          0          0         0         0
m1026363                 7.491      1.041          0          0         0         0
l2897779                 7.491       1.04          0          0         0         0
l2841626                 7.474      1.038          0          0         0         0
l2711234                 7.412       1.03          0          0         0         0
l2973178                 7.321      1.017          0          0         0         0
m1149236                 7.448      1.034    0.01427     0.1916   0.04524    0.6075
p829974                  7.393      1.027          0          0         0         0
l3160862                 7.483      1.039          0          0         0         0
l3104850                 7.483      1.039          0          0         0         0
l2748130                 7.381      1.025          0          0         0         0
l3083019                 7.293      1.013          0          0         0         0
m1027080                 7.292      1.013          0          0         0         0
l3085389                 7.235      1.005          0          0         0         0
l2729405                 7.491       1.04          0          0         0         0
p828362                   7.44      1.033    0.09504      1.277    0.0927     1.246
n1136671                  7.44      1.033    0.09511      1.278   0.09272     1.246
p901941                  7.319      1.017          0          0         0         0
l3251799                 7.319      1.017          0          0         0         0
m1026308                 7.243      1.006          0          0         0         0
l2897764                 7.243      1.006          0          0         0         0
m1009840                 7.311      1.015          0          0         0         0
l2991901                 7.311      1.015          0          0         0         0
n1134470                 7.285      1.012          0          0         0         0
l3251808                 7.283      1.012          0          0         0         0
l3139086                 7.235      1.005          0          0         0         0
n1137992                 7.416       1.03     0.0902      1.216   0.08581     1.157
196-29520                7.416       1.03     0.0902      1.216   0.08577     1.157
l3029501                 7.278      1.011          0          0         0         0
m3036165                 7.278      1.011          0          0         0         0
m1026857                 7.391      1.027          0          0         0         0
m1026859                 7.391      1.027          0          0         0         0
m1108311                 7.425      1.031    0.01418      0.191   0.03504    0.4719
l2898526                 7.472      1.038          0          0         0         0
l3048965                 7.437      1.033    0.01576     0.2119   0.04888    0.6572
l3216123                 7.433      1.032    0.09696      1.305   0.09327     1.255
n1136996                 7.429      1.032    0.09806       1.32   0.09436      1.27
m1069202                 7.484       1.04          0          0         0         0
l2879073                 7.481      1.039          0          0         0         0
m1089093                 7.489       1.04          0          0         0         0
m1047786                 7.263      1.009          0          0         0         0
l3048207                 7.261      1.009          0          0         0         0
l3160868                 7.424      1.031          0          0         0         0
l3082988                 7.424      1.031          0          0         0         0
l2936211                 7.481      1.039          0          0         0         0
n1140525                 7.463      1.037          0          0         0         0
l3645809                 7.462      1.036          0          0         0         0
p829962                  7.485       1.04          0          0         0         0
m1142835                 7.485       1.04          0          0         0         0
l3125349                 7.347       1.02     0.1003      1.365   0.05168    0.7034
n1138604                 7.346       1.02     0.1002      1.364   0.05052    0.6877
d5710794-3_int           7.573      1.052    0.01162     0.1534   0.01067    0.1409
e192860                  7.572      1.052    0.01163     0.1536   0.01068    0.1411
l3254216                 7.286      1.012          0          0         0         0
l2785511                 7.517      1.044          0          0         0         0
l2897784                 7.347       1.02          0          0         0         0
m1026496                 7.347       1.02          0          0         0         0
p859135                  7.422      1.031          0          0         0         0
m1027002                 7.355      1.022    0.08386       1.14    0.1252     1.702
l2673313                 7.354      1.021     0.0834      1.134    0.1254     1.706
m1047725                 7.345       1.02          0          0         0         0
m1047728                 7.345       1.02          0          0         0         0
m1047300                 7.391      1.027    0.02967     0.4014   0.07613      1.03
m1047299                  7.39      1.026    0.03032     0.4102   0.07716     1.044
l3122835                 7.408      1.029          0          0         0         0
l3234185                 7.234      1.005          0          0         0         0
l3065750                 7.234      1.005          0          0         0         0
l2991943                 7.488       1.04          0          0         0         0
l2952013                 7.372      1.024          0          0         0         0
m1026701                 7.358      1.022    0.06993     0.9505    0.1088     1.479
m1026697                 7.357      1.022     0.0698     0.9487    0.1088     1.479
m1069730                 7.235      1.005          0          0         0         0
l3159037                 7.235      1.005          0          0         0         0
m1142833                 7.485       1.04          0          0         0         0
p901913                   7.44      1.033          0          0         0         0
n1140823                  7.36      1.022    0.07104     0.9652     0.108     1.467
m1027066                  7.39      1.026          0          0         0         0
l2841645                  7.39      1.026          0          0         0         0
m1125959                 7.481      1.039          0          0         0         0
m1125974                 7.481      1.039          0          0         0         0
m1069191                 7.455      1.035          0          0         0         0
m1108258                 7.488       1.04          0          0         0         0
p829976                  7.377      1.025          0          0         0         0
l2955078                 7.377      1.025          0          0         0         0
n1147867                 7.371      1.024          0          0         0         0
d5837361-8_int           7.371      1.024          0          0         0         0
m1026792                 7.365      1.023          0          0         0         0
l2821010                 7.365      1.023          0          0         0         0
m1125976                 7.376      1.025    0.03184     0.4316   0.09721     1.318
n1142112                 7.488       1.04          0          0         0         0
p827496                  7.488       1.04          0          0         0         0
221-240988               7.353      1.021          0          0         0         0
l3141411                 7.353      1.021          0          0         0         0
p829956                  7.485       1.04          0          0         0         0
d5535139-1_int            7.36      1.022    0.03771     0.5123    0.1131     1.536
e183473                   7.36      1.022    0.03773     0.5127    0.1131     1.537
m1125997                  7.36      1.022    0.03767     0.5119     0.113     1.535
m1047518                 7.424      1.031          0          0         0         0
l2973160                 7.424      1.031          0          0         0         0
n1134471                 7.292      1.013          0          0         0         0
m1009838                 7.314      1.016          0          0         0         0
l2801896                 7.313      1.016          0          0         0         0
p827520                  7.496      1.041          0          0         0         0
m1009784                 7.367      1.023    0.09263      1.257    0.1249     1.695
m1009770                 7.366      1.023    0.09236      1.254    0.1254     1.702
n1136669                 7.445      1.034    0.09314      1.251   0.09292     1.248
l3103822                 7.443      1.034    0.09285      1.247   0.09357     1.257
m3768670                 7.427      1.032    0.09064       1.22    0.1019     1.373
p1123251                 7.412      1.029          0          0         0         0
n1136994                 7.464      1.037          0          0         0         0
l2729428                 7.313      1.016          0          0         0         0
m1026926                 7.385      1.026    0.09081       1.23    0.1201     1.626
n1138000                 7.349      1.021          0          0         0         0
221-242079                 7.5      1.042   0.009275     0.1237   0.02856    0.3808
l3011293                   7.5      1.042   0.009274     0.1237   0.02855    0.3807
m1026777                 7.364      1.023          0          0         0         0
l3233353                 7.364      1.023          0          0         0         0
l3029506                 7.424      1.031          0          0         0         0
l3010559                 7.396      1.027          0          0         0         0
m1069213                 7.476      1.038          0          0         0         0
l3178977                 7.476      1.038          0          0         0         0
m1108534                 7.516      1.044     0.0744     0.9899    0.0589    0.7837
p901934                  7.531      1.046          0          0         0         0
p829796                  7.522      1.045          0          0         0         0
n1142107                 7.522      1.045          0          0         0         0
l2691965                 7.445      1.034          0          0         0         0
l2785538                 7.443      1.034          0          0         0         0
n1139259                 7.373      1.024          0          0         0         0
l2710543                 7.373      1.024          0          0         0         0
q1301                    7.429      1.032    0.01745     0.2348     0.054    0.7269
l3160872                 7.429      1.032    0.01757     0.2365   0.05438    0.7321
p827509                  7.282      1.011          0          0         0         0
m1047793                 7.264      1.009          0          0         0         0
p827555                  7.264      1.009          0          0         0         0
l2879069                 7.395      1.027          0          0         0         0
l2955006                 7.518      1.044          0          0         0         0
l2692600                 7.518      1.044          0          0         0         0
l3029505                 7.501      1.042          0          0         0         0
l2673318                 7.501      1.042          0          0         0         0
m1026682                  7.32      1.017          0          0         0         0
m1047424                 7.276      1.011          0          0         0         0
l2691949                 7.276      1.011          0          0         0         0
m1026699                 7.228      1.004          0          0         0         0
l3085403                 7.321      1.017          0          0         0         0
m4113345                  7.44      1.033          0          0         0         0
l3235255                 7.411      1.029      0.024     0.3239   0.06727    0.9077
m1047316                 7.409      1.029    0.02441     0.3294   0.06795    0.9172
m1026886                 7.398      1.028    0.09062      1.225    0.1157     1.564
l3120484                 7.398      1.028    0.09062      1.225    0.1157     1.564
l2879078                 7.356      1.022    0.06956     0.9456    0.1087     1.477
m1026681                 7.356      1.022    0.06951     0.9449    0.1085     1.476
l3232902                 7.354      1.021    0.03963     0.5388    0.1173     1.595
l3123509                   7.5      1.042   0.009278     0.1237   0.02854    0.3806
m1209772                   7.5      1.042   0.009278     0.1237   0.02854    0.3806
r20703                   7.359      1.022    0.03779     0.5136    0.1132     1.539
l2859403                 7.358      1.022    0.03822     0.5194    0.1142     1.552
m1026927                 7.384      1.026    0.09074      1.229    0.1201     1.627
m1125914                 7.427      1.032    0.01463     0.1969   0.03898    0.5248
l2917328                 7.427      1.032    0.01459     0.1964   0.03862      0.52
l2841635                 7.411      1.029    0.08784      1.185   0.08874     1.197
l2766499                 7.469      1.037          0          0         0         0
m1047444                 7.251      1.007          0          0         0         0
m1108459                 7.336      1.019          0          0         0         0
l2802480                 7.335      1.019          0          0         0         0
l2691954                 7.383      1.026    0.03333     0.4514   0.08197      1.11
l3122849                 7.382      1.025    0.03403     0.4609   0.08309     1.126
l2764411                 7.436      1.033          0          0         0         0
m1026907                 7.389      1.026     0.0918      1.242    0.1189     1.609
l2729206                  7.47      1.038          0          0         0         0
l2804957                 7.435      1.033          0          0         0         0
l3048937                 7.435      1.033          0          0         0         0
l2822872                 7.407      1.029    0.09044      1.221   0.08304     1.121
l3235946                 7.199     0.9999          0          0         0         0
m1126005                 7.197     0.9996          0          0         0         0
m1009698                 7.319      1.017          0          0         0         0
l3156034                 7.318      1.016          0          0         0         0
l3254205                 7.487       1.04          0          0         0         0
l3197647                 7.367      1.023          0          0         0         0
m1026778                 7.367      1.023          0          0         0         0
m1026844                 7.375      1.024    0.09471      1.284    0.1202      1.63
n1147861                 7.439      1.033          0          0         0         0
l2973833                 7.467      1.037    0.01176     0.1575   0.03874    0.5188
m1166373                 7.465      1.037      0.012     0.1608   0.03941    0.5279
l2991902                  7.24      1.006          0          0         0         0
m1008758                 7.239      1.005          0          0         0         0
m1026734                 7.316      1.016          0          0         0         0
l3065696                 7.316      1.016          0          0         0         0
l2748780                 7.195     0.9994          0          0         0         0
m1125987                 7.371      1.024    0.03383      0.459    0.1028     1.395
p901945                  7.371      1.024    0.03383      0.459    0.1028     1.395
p901910                  7.302      1.014          0          0         0         0
l3027122                 7.203      1.001          0          0         0         0
m1108506                 7.203          1          0          0         0         0
l2841637                 7.487       1.04          0          0         0         0
n1139539                 7.413       1.03          0          0         0         0
l2710520                 7.413       1.03          0          0         0         0
m1089119                 7.507      1.043    0.01032     0.1375   0.01839    0.2449
p827521                  7.504      1.042          0          0         0         0
l3046854                 7.238      1.005          0          0         0         0
m1047478                 7.395      1.027          0          0         0         0
l2766716                 7.395      1.027          0          0         0         0
n1137003                 7.419      1.031          0          0         0         0
l2973171                 7.413       1.03          0          0         0         0
l3085392                  7.38      1.025          0          0         0         0
p875742                  7.372      1.024          0          0         0         0
m1010008                 7.271       1.01          0          0         0         0
l3784018                 7.394      1.027     0.1156      1.563    0.1133     1.533
m1026703                 7.363      1.023          0          0         0         0
l2973166                 7.363      1.023          0          0         0         0
l3068944                 7.419      1.031          0          0         0         0
m1047550                 7.495      1.041    0.09461      1.262   0.08314     1.109
l2936270                 7.503      1.042          0          0         0         0
l3086078                 7.502      1.042          0          0         0         0
m1047593                 7.438      1.033    0.09554      1.285   0.09285     1.248
m1047615                 7.433      1.032    0.09694      1.304   0.09325     1.255
m1009855                 7.313      1.016          0          0         0         0
l2748139                 7.313      1.016          0          0         0         0
n1140832                 7.356      1.022          0          0         0         0
l2841631                 7.356      1.022          0          0         0         0
m1047819                 7.248      1.007          0          0         0         0
l2916610                 7.391      1.027          0          0         0         0
l2879076                 7.491       1.04          0          0         0         0
m1089122                  7.49       1.04          0          0         0         0
l2691939                 7.323      1.017          0          0         0         0
m1069489                 7.382      1.025          0          0         0         0
l2933120                 7.382      1.025          0          0         0         0
m1069225                  7.47      1.038          0          0         0         0
m1089120                 7.511      1.043    0.01041     0.1386   0.01807    0.2406
l3645810                  7.46      1.036          0          0         0         0
m3763623                  7.46      1.036          0          0         0         0
l3649304                 7.409      1.029          0          0         0         0
m1027042                 7.403      1.028          0          0         0         0
l3178969                 7.316      1.016          0          0         0         0
l2729401                 7.316      1.016          0          0         0         0
l3235249                  7.38      1.025          0          0         0         0
l2954348                 7.379      1.025          0          0         0         0
l3066812                 7.395      1.027          0          0         0         0
l2841622                 7.395      1.027          0          0         0         0
m1209787                  7.52      1.045    0.01003     0.1334   0.02387    0.3175
l2823611                 7.514      1.044   0.009663     0.1286   0.02537    0.3377
196-35541                 7.47      1.038          0          0         0         0
m1108317                 7.465      1.037          0          0         0         0
m1047340                 7.396      1.027          0          0         0         0
l2991923                 7.396      1.027          0          0         0         0
m1026661                  7.32      1.017          0          0         0         0
p827530                   7.32      1.017          0          0         0         0
p827503                   7.39      1.026          0          0         0         0
n1147865                 7.296      1.013          0          0         0         0
l2895489                 7.296      1.013          0          0         0         0
l2730163                 7.429      1.032    0.01498     0.2016   0.04078     0.549
m1089103                 7.497      1.041          0          0         0         0
l3048196                 7.496      1.041          0          0         0         0
l2673306                 7.371      1.024          0          0         0         0
l2726973                 7.403      1.028    0.09072      1.226   0.08108     1.095
m1047485                 7.401      1.028    0.09101       1.23   0.07975     1.078
l2991640                 7.392      1.027          0          0         0         0
m1089160                 7.392      1.027          0          0         0         0
l3160101                 7.396      1.027          0          0         0         0
m1125905                 7.418       1.03          0          0         0         0
m1026950                 7.372      1.024    0.08765      1.189    0.1232     1.672
m1026954                  7.37      1.024    0.08713      1.182    0.1238      1.68
m1047558                   7.5      1.042    0.09487      1.265    0.0825       1.1
n1136659                 7.511      1.043          0          0         0         0
l2766741                  7.35      1.021    0.09996       1.36   0.05625    0.7652
m1069564                 7.479      1.039     0.0809      1.082   0.09649      1.29
n1136361                 7.464      1.037          0          0         0         0
m1047566                 7.509      1.043    0.09531      1.269   0.08152     1.086
n1137995                 7.521      1.045          0          0         0         0
n1145955                  7.33      1.018          0          0         0         0
m1069461                 7.372      1.024    0.09568      1.298   0.06424    0.8713
p827574                  7.405      1.028          0          0         0         0
m1069156                 7.459      1.036   0.007695     0.1032   0.03799    0.5092
l3195356                 7.485       1.04    0.00957     0.1278   0.02007    0.2681
n1137996                 7.513      1.044          0          0         0         0
l3178979                 7.513      1.044          0          0         0         0
l3254231                 7.443      1.034          0          0         0         0
l3728042                 7.405      1.029          0          0         0         0
l3728043                 7.405      1.029          0          0         0         0
m1047723                 7.442      1.034          0          0         0         0
m1047729                 7.441      1.034          0          0         0         0
l2895461                 7.365      1.023          0          0         0         0
l3029518                 7.321      1.017          0          0         0         0
l2897807                  7.32      1.017          0          0         0         0
l2785520                  7.37      1.024          0          0         0         0
n1139542                 7.493      1.041          0          0         0         0
221-308718                7.35      1.021    0.04023     0.5473    0.1147     1.561
m1209750                 7.516      1.044          0          0         0         0
l3254869                 7.378      1.025          0          0         0         0
l2798067                 7.377      1.025          0          0         0         0
m1047403                 7.286      1.012          0          0         0         0
m1047404                 7.286      1.012          0          0         0         0
l3102793                 7.403      1.028          0          0         0         0
m1089141                 7.344       1.02    0.01834     0.2497   0.04404    0.5997
n1139547                 7.382      1.025    0.01605     0.2174   0.04016     0.544
l2688693                 7.376      1.024    0.01642     0.2227   0.04081    0.5533
l3048222                 7.435      1.033          0          0         0         0
l3104117                 7.381      1.025          0          0         0         0
221-311583               7.405      1.029          0          0         0         0
n1139250                 7.405      1.029          0          0         0         0
l2690187                  7.34       1.02          0          0         0         0
m1108412                 7.339      1.019          0          0         0         0
m1026690                 7.357      1.022    0.06966     0.9469    0.1088      1.48
p873801                  7.339      1.019          0          0         0         0
m1089138                 7.308      1.015          0          0         0         0
l2841628                 7.308      1.015          0          0         0         0
m1069364                 7.342       1.02          0          0         0         0
l2689678                 7.355      1.022          0          0         0         0
m1026463                 7.349      1.021          0          0         0         0
l2692655                 7.431      1.032     0.0155     0.2086   0.04455    0.5994
m1142821                 7.431      1.032    0.01545     0.2079    0.0442    0.5948
p827508                  7.459      1.036          0          0         0         0
n1144667                 7.295      1.013          0          0         0         0
m1089162                 7.393      1.027          0          0         0         0
l3029520                 7.235      1.005          0          0         0         0
m1009655                 7.353      1.021          0          0         0         0
p827528                  7.353      1.021          0          0         0         0
l2991906                 7.315      1.016          0          0         0         0
m1027056                 7.296      1.013          0          0         0         0
l3066814                 7.482      1.039    0.07853       1.05   0.09012     1.204
m1108398                 7.348      1.021    0.04026     0.5479    0.1148     1.563
m1108483                 7.227      1.004          0          0         0         0
m1108486                 7.227      1.004          0          0         0         0
m1026341                 7.374      1.024     0.0381     0.5166   0.08972     1.217
p827531                  7.331      1.018          0          0         0         0
l2748133                  7.47      1.038          0          0         0         0
l3085399                  7.47      1.038          0          0         0         0
l2767342                 7.196     0.9995          0          0         0         0
m1125944                 7.401      1.028    0.02447     0.3307   0.07558     1.021
m1125947                 7.395      1.027    0.02618      0.354    0.0806      1.09
l2710511                 7.426      1.032          0          0         0         0
l2766719                 7.426      1.031          0          0         0         0
p827549                  7.414       1.03          0          0         0         0
n1140518                 7.414       1.03          0          0         0         0
l2766728                 7.495      1.041          0          0         0         0
m1069462                 7.338      1.019          0          0         0         0
l3216342                 7.338      1.019          0          0         0         0
m1027041                 7.401      1.028          0          0         0         0
l2916607                 7.401      1.028          0          0         0         0
l2710513                 7.241      1.006          0          0         0         0
m1009839                 7.312      1.016          0          0         0         0
l2973165                 7.391      1.027          0          0         0         0
m1108501                 7.202          1          0          0         0         0
m1108499                 7.201          1          0          0         0         0
m1069227                  7.47      1.038          0          0         0         0
l2785546                  7.37      1.024          0          0         0         0
m1026810                 7.369      1.024          0          0         0         0
m1108368                 7.383      1.025          0          0         0         0
l3085393                 7.383      1.025          0          0         0         0
l3178974                 7.241      1.006          0          0         0         0
m1026774                 7.391      1.027    0.08075      1.093   0.09666     1.308
m1026769                 7.387      1.026    0.07931      1.074   0.09841     1.332
l3189189                 7.391      1.027          0          0         0         0
l2821770                 7.405      1.028          0          0         0         0
m1069555                 7.426      1.031          0          0         0         0
l3252336                 7.334      1.019          0          0         0         0
